date,year,month,day,store,eff_year,eff_month,eff_day,eff_store,lambda,clients
2025-07-27,2025,Julio,Domingo,Los Cedros,2000,3000,1000,3000,9000,8933
2025-07-27,2025,Julio,Domingo,Palermo,2000,3000,1000,1000,7000,7056
2025-07-27,2025,Julio,Domingo,Santa Ana,2000,3000,1000,5000,11000,11041
2025-07-28,2025,Julio,Lunes,Córdoba,2000,3000,2000,3000,10000,9914
2025-07-28,2025,Julio,Lunes,La Floresta,2000,3000,2000,2000,9000,9055
2025-07-28,2025,Julio,Lunes,Los Cedros,2000,3000,2000,3000,10000,9988
2025-07-28,2025,Julio,Lunes,Palermo,2000,3000,2000,1000,8000,7885
2025-07-28,2025,Julio,Lunes,Santa Ana,2000,3000,2000,5000,12000,11948
2025-07-29,2025,Julio,Martes,Córdoba,2000,3000,3000,3000,11000,11234
2025-07-29,2025,Julio,Martes,La Floresta,2000,3000,3000,2000,10000,9896
2025-07-29,2025,Julio,Martes,Los Cedros,2000,3000,3000,3000,11000,10899
2025-07-29,2025,Julio,Martes,Palermo,2000,3000,3000,1000,9000,8942
2025-07-29,2025,Julio,Martes,Santa Ana,2000,3000,3000,5000,13000,12931
2025-07-30,2025,Julio,Miércoles,Córdoba,2000,3000,3500,3000,11500,11563
2025-07-30,2025,Julio,Miércoles,La Floresta,2000,3000,3500,2000,10500,10342
2025-07-30,2025,Julio,Miércoles,Los Cedros,2000,3000,3500,3000,11500,11500
2025-07-30,2025,Julio,Miércoles,Palermo,2000,3000,3500,1000,9500,9598
2025-07-30,2025,Julio,Miércoles,Santa Ana,2000,3000,3500,5000,13500,13495
2025-07-31,2025,Julio,Jueves,Córdoba,2000,3000,3000,3000,11000,11090
2025-07-31,2025,Julio,Jueves,La Floresta,2000,3000,3000,2000,10000,9994
2025-07-31,2025,Julio,Jueves,Los Cedros,2000,3000,3000,3000,11000,11139
2025-07-31,2025,Julio,Jueves,Palermo,2000,3000,3000,1000,9000,8823
2025-07-31,2025,Julio,Jueves,Santa Ana,2000,3000,3000,5000,13000,13122
2025-08-01,2025,Agosto,Viernes,Córdoba,2000,2500,2000,3000,9500,9400
2025-08-01,2025,Agosto,Viernes,La Floresta,2000,2500,2000,2000,8500,8624
2025-08-01,2025,Agosto,Viernes,Los Cedros,2000,2500,2000,3000,9500,9579
2025-08-01,2025,Agosto,Viernes,Palermo,2000,2500,2000,1000,7500,7394
2025-08-01,2025,Agosto,Viernes,Santa Ana,2000,2500,2000,5000,11500,11491
2025-08-02,2025,Agosto,Sábado,Córdoba,2000,2500,1000,3000,8500,8502
2025-08-02,2025,Agosto,Sábado,La Floresta,2000,2500,1000,2000,7500,7594
2025-08-02,2025,Agosto,Sábado,Los Cedros,2000,2500,1000,3000,8500,8499
2025-08-02,2025,Agosto,Sábado,Palermo,2000,2500,1000,1000,6500,6526
2025-08-02,2025,Agosto,Sábado,Santa Ana,2000,2500,1000,5000,10500,10543
2025-08-03,2025,Agosto,Domingo,Córdoba,2000,2500,1000,3000,8500,8505
2025-08-03,2025,Agosto,Domingo,La Floresta,2000,2500,1000,2000,7500,7253
2025-08-03,2025,Agosto,Domingo,Los Cedros,2000,2500,1000,3000,8500,8560
2025-08-03,2025,Agosto,Domingo,Palermo,2000,2500,1000,1000,6500,6569
2025-08-03,2025,Agosto,Domingo,Santa Ana,2000,2500,1000,5000,10500,10391
2025-08-04,2025,Agosto,Lunes,Córdoba,2000,2500,2000,3000,9500,9582
2025-08-04,2025,Agosto,Lunes,La Floresta,2000,2500,2000,2000,8500,8463
2025-08-04,2025,Agosto,Lunes,Los Cedros,2000,2500,2000,3000,9500,9564
2025-08-04,2025,Agosto,Lunes,Palermo,2000,2500,2000,1000,7500,7678
2025-08-04,2025,Agosto,Lunes,Santa Ana,2000,2500,2000,5000,11500,11421
2025-08-05,2025,Agosto,Martes,Córdoba,2000,2500,3000,3000,10500,10543
2025-08-05,2025,Agosto,Martes,La Floresta,2000,2500,3000,2000,9500,9479
2025-08-05,2025,Agosto,Martes,Los Cedros,2000,2500,3000,3000,10500,10444
2025-08-05,2025,Agosto,Martes,Palermo,2000,2500,3000,1000,8500,8549
2025-08-05,2025,Agosto,Martes,Santa Ana,2000,2500,3000,5000,12500,12499
2025-08-06,2025,Agosto,Miércoles,Córdoba,2000,2500,3500,3000,11000,11041
2025-08-06,2025,Agosto,Miércoles,La Floresta,2000,2500,3500,2000,10000,10186
2025-08-06,2025,Agosto,Miércoles,Los Cedros,2000,2500,3500,3000,11000,10894
2025-08-06,2025,Agosto,Miércoles,Palermo,2000,2500,3500,1000,9000,8915
2025-08-06,2025,Agosto,Miércoles,Santa Ana,2000,2500,3500,5000,13000,13128
2025-08-07,2025,Agosto,Jueves,Córdoba,2000,2500,3000,3000,10500,10643
2025-08-07,2025,Agosto,Jueves,La Floresta,2000,2500,3000,2000,9500,9593
2025-08-07,2025,Agosto,Jueves,Los Cedros,2000,2500,3000,3000,10500,10478
2025-08-07,2025,Agosto,Jueves,Palermo,2000,2500,3000,1000,8500,8391
2025-08-07,2025,Agosto,Jueves,Santa Ana,2000,2500,3000,5000,12500,12415
2025-08-08,2025,Agosto,Viernes,Córdoba,2000,2500,2000,3000,9500,9694
2025-08-08,2025,Agosto,Viernes,La Floresta,2000,2500,2000,2000,8500,8491
2025-08-08,2025,Agosto,Viernes,Los Cedros,2000,2500,2000,3000,9500,9429
2025-08-08,2025,Agosto,Viernes,Palermo,2000,2500,2000,1000,7500,7562
2025-08-08,2025,Agosto,Viernes,Santa Ana,2000,2500,2000,5000,11500,11579
2025-08-09,2025,Agosto,Sábado,Córdoba,2000,2500,1000,3000,8500,8362
2025-08-09,2025,Agosto,Sábado,La Floresta,2000,2500,1000,2000,7500,7396
2025-08-09,2025,Agosto,Sábado,Los Cedros,2000,2500,1000,3000,8500,8406
2025-08-09,2025,Agosto,Sábado,Palermo,2000,2500,1000,1000,6500,6664
2025-08-09,2025,Agosto,Sábado,Santa Ana,2000,2500,1000,5000,10500,10507
2025-08-10,2025,Agosto,Domingo,Córdoba,2000,2500,1000,3000,8500,8471
2025-08-10,2025,Agosto,Domingo,La Floresta,2000,2500,1000,2000,7500,7512
2025-08-10,2025,Agosto,Domingo,Los Cedros,2000,2500,1000,3000,8500,8443
2025-08-10,2025,Agosto,Domingo,Palermo,2000,2500,1000,1000,6500,6433
2025-08-10,2025,Agosto,Domingo,Santa Ana,2000,2500,1000,5000,10500,10528
2025-08-11,2025,Agosto,Lunes,Córdoba,2000,2500,2000,3000,9500,9743
2025-08-11,2025,Agosto,Lunes,La Floresta,2000,2500,2000,2000,8500,8361
2025-08-11,2025,Agosto,Lunes,Los Cedros,2000,2500,2000,3000,9500,9572
2025-08-11,2025,Agosto,Lunes,Palermo,2000,2500,2000,1000,7500,7439
2025-08-11,2025,Agosto,Lunes,Santa Ana,2000,2500,2000,5000,11500,11437
2025-08-12,2025,Agosto,Martes,Córdoba,2000,2500,3000,3000,10500,10582
2025-08-12,2025,Agosto,Martes,La Floresta,2000,2500,3000,2000,9500,9437
2025-08-12,2025,Agosto,Martes,Los Cedros,2000,2500,3000,3000,10500,10557
2025-08-12,2025,Agosto,Martes,Palermo,2000,2500,3000,1000,8500,8529
2025-08-12,2025,Agosto,Martes,Santa Ana,2000,2500,3000,5000,12500,12386
2025-08-13,2025,Agosto,Miércoles,Córdoba,2000,2500,3500,3000,11000,11089
2025-08-13,2025,Agosto,Miércoles,La Floresta,2000,2500,3500,2000,10000,9950
2025-08-13,2025,Agosto,Miércoles,Los Cedros,2000,2500,3500,3000,11000,10953
2025-08-13,2025,Agosto,Miércoles,Palermo,2000,2500,3500,1000,9000,8872
2025-08-13,2025,Agosto,Miércoles,Santa Ana,2000,2500,3500,5000,13000,12937
2025-08-14,2025,Agosto,Jueves,Córdoba,2000,2500,3000,3000,10500,10486
2025-08-14,2025,Agosto,Jueves,La Floresta,2000,2500,3000,2000,9500,9413
2025-08-14,2025,Agosto,Jueves,Los Cedros,2000,2500,3000,3000,10500,10563
2025-08-14,2025,Agosto,Jueves,Palermo,2000,2500,3000,1000,8500,8587
2025-08-14,2025,Agosto,Jueves,Santa Ana,2000,2500,3000,5000,12500,12413
2025-08-15,2025,Agosto,Viernes,Córdoba,2000,2500,2000,3000,9500,9470
2025-08-15,2025,Agosto,Viernes,La Floresta,2000,2500,2000,2000,8500,8636
2025-08-15,2025,Agosto,Viernes,Los Cedros,2000,2500,2000,3000,9500,9537
2025-08-15,2025,Agosto,Viernes,Palermo,2000,2500,2000,1000,7500,7544
2025-08-15,2025,Agosto,Viernes,Santa Ana,2000,2500,2000,5000,11500,11533
2025-08-16,2025,Agosto,Sábado,Córdoba,2000,2500,1000,3000,8500,8595
2025-08-16,2025,Agosto,Sábado,La Floresta,2000,2500,1000,2000,7500,7511
2025-08-16,2025,Agosto,Sábado,Los Cedros,2000,2500,1000,3000,8500,8229
2025-08-16,2025,Agosto,Sábado,Palermo,2000,2500,1000,1000,6500,6490
2025-08-16,2025,Agosto,Sábado,Santa Ana,2000,2500,1000,5000,10500,10439
2025-08-17,2025,Agosto,Domingo,Córdoba,2000,2500,1000,3000,8500,8636
2025-08-17,2025,Agosto,Domingo,La Floresta,2000,2500,1000,2000,7500,7458
2025-08-17,2025,Agosto,Domingo,Los Cedros,2000,2500,1000,3000,8500,8365
2025-08-17,2025,Agosto,Domingo,Palermo,2000,2500,1000,1000,6500,6566
2025-08-17,2025,Agosto,Domingo,Santa Ana,2000,2500,1000,5000,10500,10416
2025-08-18,2025,Agosto,Lunes,Córdoba,2000,2500,2000,3000,9500,9552
2025-08-18,2025,Agosto,Lunes,La Floresta,2000,2500,2000,2000,8500,8467
2025-08-18,2025,Agosto,Lunes,Los Cedros,2000,2500,2000,3000,9500,9440
2025-08-18,2025,Agosto,Lunes,Palermo,2000,2500,2000,1000,7500,7612
2025-08-18,2025,Agosto,Lunes,Santa Ana,2000,2500,2000,5000,11500,11506
2025-08-19,2025,Agosto,Martes,Córdoba,2000,2500,3000,3000,10500,10553
2025-08-19,2025,Agosto,Martes,La Floresta,2000,2500,3000,2000,9500,9391
2025-08-19,2025,Agosto,Martes,Los Cedros,2000,2500,3000,3000,10500,10472
2025-08-19,2025,Agosto,Martes,Palermo,2000,2500,3000,1000,8500,8428
2025-08-19,2025,Agosto,Martes,Santa Ana,2000,2500,3000,5000,12500,12434
2025-08-20,2025,Agosto,Miércoles,Córdoba,2000,2500,3500,3000,11000,11008
2025-08-20,2025,Agosto,Miércoles,La Floresta,2000,2500,3500,2000,10000,10046
2025-08-20,2025,Agosto,Miércoles,Los Cedros,2000,2500,3500,3000,11000,10978
2025-08-20,2025,Agosto,Miércoles,Palermo,2000,2500,3500,1000,9000,9091
2025-08-20,2025,Agosto,Miércoles,Santa Ana,2000,2500,3500,5000,13000,13071
2025-08-21,2025,Agosto,Jueves,Córdoba,2000,2500,3000,3000,10500,10425
2025-08-21,2025,Agosto,Jueves,La Floresta,2000,2500,3000,2000,9500,9441
2025-08-21,2025,Agosto,Jueves,Los Cedros,2000,2500,3000,3000,10500,10517
2025-08-21,2025,Agosto,Jueves,Palermo,2000,2500,3000,1000,8500,8636
2025-08-21,2025,Agosto,Jueves,Santa Ana,2000,2500,3000,5000,12500,12572
2025-08-22,2025,Agosto,Viernes,Córdoba,2000,2500,2000,3000,9500,9545
2025-08-22,2025,Agosto,Viernes,La Floresta,2000,2500,2000,2000,8500,8471
2025-08-22,2025,Agosto,Viernes,Los Cedros,2000,2500,2000,3000,9500,9587
2025-08-22,2025,Agosto,Viernes,Palermo,2000,2500,2000,1000,7500,7469
2025-08-22,2025,Agosto,Viernes,Santa Ana,2000,2500,2000,5000,11500,11572
2025-08-23,2025,Agosto,Sábado,Córdoba,2000,2500,1000,3000,8500,8662
2025-08-23,2025,Agosto,Sábado,La Floresta,2000,2500,1000,2000,7500,7491
2025-08-23,2025,Agosto,Sábado,Los Cedros,2000,2500,1000,3000,8500,8469
2025-08-23,2025,Agosto,Sábado,Palermo,2000,2500,1000,1000,6500,6468
2025-08-23,2025,Agosto,Sábado,Santa Ana,2000,2500,1000,5000,10500,10493
2025-08-24,2025,Agosto,Domingo,Córdoba,2000,2500,1000,3000,8500,8503
2025-08-24,2025,Agosto,Domingo,La Floresta,2000,2500,1000,2000,7500,7498
2025-08-24,2025,Agosto,Domingo,Los Cedros,2000,2500,1000,3000,8500,8419
2025-08-24,2025,Agosto,Domingo,Palermo,2000,2500,1000,1000,6500,6508
2025-08-24,2025,Agosto,Domingo,Santa Ana,2000,2500,1000,5000,10500,10726
2025-08-25,2025,Agosto,Lunes,Córdoba,2000,2500,2000,3000,9500,9487
2025-08-25,2025,Agosto,Lunes,La Floresta,2000,2500,2000,2000,8500,8513
2025-08-25,2025,Agosto,Lunes,Los Cedros,2000,2500,2000,3000,9500,9660
2025-08-25,2025,Agosto,Lunes,Palermo,2000,2500,2000,1000,7500,7527
2025-08-25,2025,Agosto,Lunes,Santa Ana,2000,2500,2000,5000,11500,11531
2025-08-26,2025,Agosto,Martes,Córdoba,2000,2500,3000,3000,10500,10426
2025-08-26,2025,Agosto,Martes,La Floresta,2000,2500,3000,2000,9500,9454
2025-08-26,2025,Agosto,Martes,Los Cedros,2000,2500,3000,3000,10500,10380
2025-08-26,2025,Agosto,Martes,Palermo,2000,2500,3000,1000,8500,8558
2025-08-26,2025,Agosto,Martes,Santa Ana,2000,2500,3000,5000,12500,12510
2025-08-27,2025,Agosto,Miércoles,Córdoba,2000,2500,3500,3000,11000,11013
2025-08-27,2025,Agosto,Miércoles,La Floresta,2000,2500,3500,2000,10000,10017
2025-08-27,2025,Agosto,Miércoles,Los Cedros,2000,2500,3500,3000,11000,11122
2025-08-27,2025,Agosto,Miércoles,Palermo,2000,2500,3500,1000,9000,8959
2025-08-27,2025,Agosto,Miércoles,Santa Ana,2000,2500,3500,5000,13000,13036
2025-08-28,2025,Agosto,Jueves,Córdoba,2000,2500,3000,3000,10500,10519
2025-08-28,2025,Agosto,Jueves,La Floresta,2000,2500,3000,2000,9500,9571
2025-08-28,2025,Agosto,Jueves,Los Cedros,2000,2500,3000,3000,10500,10600
2025-08-28,2025,Agosto,Jueves,Palermo,2000,2500,3000,1000,8500,8457
2025-08-28,2025,Agosto,Jueves,Santa Ana,2000,2500,3000,5000,12500,12607
2025-08-29,2025,Agosto,Viernes,Córdoba,2000,2500,2000,3000,9500,9423
2025-08-29,2025,Agosto,Viernes,La Floresta,2000,2500,2000,2000,8500,8504
2025-08-29,2025,Agosto,Viernes,Los Cedros,2000,2500,2000,3000,9500,9377
2025-08-29,2025,Agosto,Viernes,Palermo,2000,2500,2000,1000,7500,7483
2025-08-29,2025,Agosto,Viernes,Santa Ana,2000,2500,2000,5000,11500,11553
2025-08-30,2025,Agosto,Sábado,Córdoba,2000,2500,1000,3000,8500,8514
2025-08-30,2025,Agosto,Sábado,La Floresta,2000,2500,1000,2000,7500,7470
2025-08-30,2025,Agosto,Sábado,Los Cedros,2000,2500,1000,3000,8500,8616
2025-08-30,2025,Agosto,Sábado,Palermo,2000,2500,1000,1000,6500,6504
2025-08-30,2025,Agosto,Sábado,Santa Ana,2000,2500,1000,5000,10500,10498
2025-08-31,2025,Agosto,Domingo,Córdoba,2000,2500,1000,3000,8500,8465
2025-08-31,2025,Agosto,Domingo,La Floresta,2000,2500,1000,2000,7500,7562
2025-08-31,2025,Agosto,Domingo,Los Cedros,2000,2500,1000,3000,8500,8529
2025-08-31,2025,Agosto,Domingo,Palermo,2000,2500,1000,1000,6500,6613
2025-08-31,2025,Agosto,Domingo,Santa Ana,2000,2500,1000,5000,10500,10789
2025-09-01,2025,Septiembre,Lunes,Córdoba,2000,2500,2000,3000,9500,9691
2025-09-01,2025,Septiembre,Lunes,La Floresta,2000,2500,2000,2000,8500,8620
2025-09-01,2025,Septiembre,Lunes,Los Cedros,2000,2500,2000,3000,9500,9448
2025-09-01,2025,Septiembre,Lunes,Palermo,2000,2500,2000,1000,7500,7423
2025-09-01,2025,Septiembre,Lunes,Santa Ana,2000,2500,2000,5000,11500,11363
2025-09-02,2025,Septiembre,Martes,Córdoba,2000,2500,3000,3000,10500,10476
2025-09-02,2025,Septiembre,Martes,La Floresta,2000,2500,3000,2000,9500,9419
2025-09-02,2025,Septiembre,Martes,Los Cedros,2000,2500,3000,3000,10500,10412
2025-09-02,2025,Septiembre,Martes,Palermo,2000,2500,3000,1000,8500,8638
2025-09-02,2025,Septiembre,Martes,Santa Ana,2000,2500,3000,5000,12500,12473
2025-09-03,2025,Septiembre,Miércoles,Córdoba,2000,2500,3500,3000,11000,10912
2025-09-03,2025,Septiembre,Miércoles,La Floresta,2000,2500,3500,2000,10000,10131
2025-09-03,2025,Septiembre,Miércoles,Los Cedros,2000,2500,3500,3000,11000,11259
2025-09-03,2025,Septiembre,Miércoles,Palermo,2000,2500,3500,1000,9000,8840
2025-09-03,2025,Septiembre,Miércoles,Santa Ana,2000,2500,3500,5000,13000,13319
2025-09-04,2025,Septiembre,Jueves,Córdoba,2000,2500,3000,3000,10500,10515
2025-09-04,2025,Septiembre,Jueves,La Floresta,2000,2500,3000,2000,9500,9405
2025-09-04,2025,Septiembre,Jueves,Los Cedros,2000,2500,3000,3000,10500,10571
2025-09-04,2025,Septiembre,Jueves,Palermo,2000,2500,3000,1000,8500,8618
2025-09-04,2025,Septiembre,Jueves,Santa Ana,2000,2500,3000,5000,12500,12551
2025-09-05,2025,Septiembre,Viernes,Córdoba,2000,2500,2000,3000,9500,9547
2025-09-05,2025,Septiembre,Viernes,La Floresta,2000,2500,2000,2000,8500,8296
2025-09-05,2025,Septiembre,Viernes,Los Cedros,2000,2500,2000,3000,9500,9388
2025-09-05,2025,Septiembre,Viernes,Palermo,2000,2500,2000,1000,7500,7606
2025-09-05,2025,Septiembre,Viernes,Santa Ana,2000,2500,2000,5000,11500,11556
2025-09-06,2025,Septiembre,Sábado,Córdoba,2000,2500,1000,3000,8500,8365
2025-09-06,2025,Septiembre,Sábado,La Floresta,2000,2500,1000,2000,7500,7582
2025-09-06,2025,Septiembre,Sábado,Los Cedros,2000,2500,1000,3000,8500,8481
2025-09-06,2025,Septiembre,Sábado,Palermo,2000,2500,1000,1000,6500,6473
2025-09-06,2025,Septiembre,Sábado,Santa Ana,2000,2500,1000,5000,10500,10631
2025-09-07,2025,Septiembre,Domingo,Córdoba,2000,2500,1000,3000,8500,8548
2025-09-07,2025,Septiembre,Domingo,La Floresta,2000,2500,1000,2000,7500,7405
2025-09-07,2025,Septiembre,Domingo,Los Cedros,2000,2500,1000,3000,8500,8485
2025-09-07,2025,Septiembre,Domingo,Palermo,2000,2500,1000,1000,6500,6623
2025-09-07,2025,Septiembre,Domingo,Santa Ana,2000,2500,1000,5000,10500,10545
2025-09-08,2025,Septiembre,Lunes,Córdoba,2000,2500,2000,3000,9500,9621
2025-09-08,2025,Septiembre,Lunes,La Floresta,2000,2500,2000,2000,8500,8461
2025-09-08,2025,Septiembre,Lunes,Los Cedros,2000,2500,2000,3000,9500,9337
2025-09-08,2025,Septiembre,Lunes,Palermo,2000,2500,2000,1000,7500,7431
2025-09-08,2025,Septiembre,Lunes,Santa Ana,2000,2500,2000,5000,11500,11757
2025-09-09,2025,Septiembre,Martes,Córdoba,2000,2500,3000,3000,10500,10363
2025-09-09,2025,Septiembre,Martes,La Floresta,2000,2500,3000,2000,9500,9451
2025-09-09,2025,Septiembre,Martes,Los Cedros,2000,2500,3000,3000,10500,10566
2025-09-09,2025,Septiembre,Martes,Palermo,2000,2500,3000,1000,8500,8387
2025-09-09,2025,Septiembre,Martes,Santa Ana,2000,2500,3000,5000,12500,12493
2025-09-10,2025,Septiembre,Miércoles,Córdoba,2000,2500,3500,3000,11000,11165
2025-09-10,2025,Septiembre,Miércoles,La Floresta,2000,2500,3500,2000,10000,9876
2025-09-10,2025,Septiembre,Miércoles,Los Cedros,2000,2500,3500,3000,11000,10913
2025-09-10,2025,Septiembre,Miércoles,Palermo,2000,2500,3500,1000,9000,8910
2025-09-10,2025,Septiembre,Miércoles,Santa Ana,2000,2500,3500,5000,13000,12836
2025-09-11,2025,Septiembre,Jueves,Córdoba,2000,2500,3000,3000,10500,10570
2025-09-11,2025,Septiembre,Jueves,La Floresta,2000,2500,3000,2000,9500,9403
2025-09-11,2025,Septiembre,Jueves,Los Cedros,2000,2500,3000,3000,10500,10422
2025-09-11,2025,Septiembre,Jueves,Palermo,2000,2500,3000,1000,8500,8599
2025-09-11,2025,Septiembre,Jueves,Santa Ana,2000,2500,3000,5000,12500,12387
2025-09-12,2025,Septiembre,Viernes,Córdoba,2000,2500,2000,3000,9500,9418
2025-09-12,2025,Septiembre,Viernes,La Floresta,2000,2500,2000,2000,8500,8521
2025-09-12,2025,Septiembre,Viernes,Los Cedros,2000,2500,2000,3000,9500,9479
2025-09-12,2025,Septiembre,Viernes,Palermo,2000,2500,2000,1000,7500,7650
2025-09-12,2025,Septiembre,Viernes,Santa Ana,2000,2500,2000,5000,11500,11303
2025-09-13,2025,Septiembre,Sábado,Córdoba,2000,2500,1000,3000,8500,8476
2025-09-13,2025,Septiembre,Sábado,La Floresta,2000,2500,1000,2000,7500,7333
2025-09-13,2025,Septiembre,Sábado,Los Cedros,2000,2500,1000,3000,8500,8687
2025-09-13,2025,Septiembre,Sábado,Palermo,2000,2500,1000,1000,6500,6430
2025-09-13,2025,Septiembre,Sábado,Santa Ana,2000,2500,1000,5000,10500,10535
2025-09-14,2025,Septiembre,Domingo,Córdoba,2000,2500,1000,3000,8500,8545
2025-09-14,2025,Septiembre,Domingo,La Floresta,2000,2500,1000,2000,7500,7537
2025-09-14,2025,Septiembre,Domingo,Los Cedros,2000,2500,1000,3000,8500,8398
2025-09-14,2025,Septiembre,Domingo,Palermo,2000,2500,1000,1000,6500,6557
2025-09-14,2025,Septiembre,Domingo,Santa Ana,2000,2500,1000,5000,10500,10548
2025-09-15,2025,Septiembre,Lunes,Córdoba,2000,2500,2000,3000,9500,9446
2025-09-15,2025,Septiembre,Lunes,La Floresta,2000,2500,2000,2000,8500,8502
2025-09-15,2025,Septiembre,Lunes,Los Cedros,2000,2500,2000,3000,9500,9597
2025-09-15,2025,Septiembre,Lunes,Palermo,2000,2500,2000,1000,7500,7529
2025-09-15,2025,Septiembre,Lunes,Santa Ana,2000,2500,2000,5000,11500,11353
2025-09-16,2025,Septiembre,Martes,Córdoba,2000,2500,3000,3000,10500,10319
2025-09-16,2025,Septiembre,Martes,La Floresta,2000,2500,3000,2000,9500,9638
2025-09-16,2025,Septiembre,Martes,Los Cedros,2000,2500,3000,3000,10500,10507
2025-09-16,2025,Septiembre,Martes,Palermo,2000,2500,3000,1000,8500,8466
2025-09-16,2025,Septiembre,Martes,Santa Ana,2000,2500,3000,5000,12500,12371
2025-09-17,2025,Septiembre,Miércoles,Córdoba,2000,2500,3500,3000,11000,10982
2025-09-17,2025,Septiembre,Miércoles,La Floresta,2000,2500,3500,2000,10000,9939
2025-09-17,2025,Septiembre,Miércoles,Los Cedros,2000,2500,3500,3000,11000,11053
2025-09-17,2025,Septiembre,Miércoles,Palermo,2000,2500,3500,1000,9000,9069
2025-09-17,2025,Septiembre,Miércoles,Santa Ana,2000,2500,3500,5000,13000,12824
2025-09-18,2025,Septiembre,Jueves,Córdoba,2000,2500,3000,3000,10500,10417
2025-09-18,2025,Septiembre,Jueves,La Floresta,2000,2500,3000,2000,9500,9590
2025-09-18,2025,Septiembre,Jueves,Los Cedros,2000,2500,3000,3000,10500,10500
2025-09-18,2025,Septiembre,Jueves,Palermo,2000,2500,3000,1000,8500,8596
2025-09-18,2025,Septiembre,Jueves,Santa Ana,2000,2500,3000,5000,12500,12581
2025-09-19,2025,Septiembre,Viernes,Córdoba,2000,2500,2000,3000,9500,9419
2025-09-19,2025,Septiembre,Viernes,La Floresta,2000,2500,2000,2000,8500,8490
2025-09-19,2025,Septiembre,Viernes,Los Cedros,2000,2500,2000,3000,9500,9422
2025-09-19,2025,Septiembre,Viernes,Palermo,2000,2500,2000,1000,7500,7494
2025-09-19,2025,Septiembre,Viernes,Santa Ana,2000,2500,2000,5000,11500,11419
2025-09-20,2025,Septiembre,Sábado,Córdoba,2000,2500,1000,3000,8500,8516
2025-09-20,2025,Septiembre,Sábado,La Floresta,2000,2500,1000,2000,7500,7515
2025-09-20,2025,Septiembre,Sábado,Los Cedros,2000,2500,1000,3000,8500,8511
2025-09-20,2025,Septiembre,Sábado,Palermo,2000,2500,1000,1000,6500,6339
2025-09-20,2025,Septiembre,Sábado,Santa Ana,2000,2500,1000,5000,10500,10496
2025-09-21,2025,Septiembre,Domingo,Córdoba,2000,2500,1000,3000,8500,8383
2025-09-21,2025,Septiembre,Domingo,La Floresta,2000,2500,1000,2000,7500,7454
2025-09-21,2025,Septiembre,Domingo,Los Cedros,2000,2500,1000,3000,8500,8734
2025-09-21,2025,Septiembre,Domingo,Palermo,2000,2500,1000,1000,6500,6340
2025-09-21,2025,Septiembre,Domingo,Santa Ana,2000,2500,1000,5000,10500,10267
2025-09-22,2025,Septiembre,Lunes,Córdoba,2000,2500,2000,3000,9500,9482
2025-09-22,2025,Septiembre,Lunes,La Floresta,2000,2500,2000,2000,8500,8353
2025-09-22,2025,Septiembre,Lunes,Los Cedros,2000,2500,2000,3000,9500,9500
2025-09-22,2025,Septiembre,Lunes,Palermo,2000,2500,2000,1000,7500,7608
2025-09-22,2025,Septiembre,Lunes,Santa Ana,2000,2500,2000,5000,11500,11472
2025-09-23,2025,Septiembre,Martes,Córdoba,2000,2500,3000,3000,10500,10572
2025-09-23,2025,Septiembre,Martes,La Floresta,2000,2500,3000,2000,9500,9392
2025-09-23,2025,Septiembre,Martes,Los Cedros,2000,2500,3000,3000,10500,10497
2025-09-23,2025,Septiembre,Martes,Palermo,2000,2500,3000,1000,8500,8563
2025-09-23,2025,Septiembre,Martes,Santa Ana,2000,2500,3000,5000,12500,12623
2025-09-24,2025,Septiembre,Miércoles,Córdoba,2000,2500,3500,3000,11000,10845
2025-09-24,2025,Septiembre,Miércoles,La Floresta,2000,2500,3500,2000,10000,9927
2025-09-24,2025,Septiembre,Miércoles,Los Cedros,2000,2500,3500,3000,11000,10971
2025-09-24,2025,Septiembre,Miércoles,Palermo,2000,2500,3500,1000,9000,9016
2025-09-24,2025,Septiembre,Miércoles,Santa Ana,2000,2500,3500,5000,13000,13097
2025-09-25,2025,Septiembre,Jueves,Córdoba,2000,2500,3000,3000,10500,10379
2025-09-25,2025,Septiembre,Jueves,La Floresta,2000,2500,3000,2000,9500,9555
2025-09-25,2025,Septiembre,Jueves,Los Cedros,2000,2500,3000,3000,10500,10456
2025-09-25,2025,Septiembre,Jueves,Palermo,2000,2500,3000,1000,8500,8503
2025-09-25,2025,Septiembre,Jueves,Santa Ana,2000,2500,3000,5000,12500,12451
2025-09-26,2025,Septiembre,Viernes,Córdoba,2000,2500,2000,3000,9500,9424
2025-09-26,2025,Septiembre,Viernes,La Floresta,2000,2500,2000,2000,8500,8528
2025-09-26,2025,Septiembre,Viernes,Los Cedros,2000,2500,2000,3000,9500,9476
2025-09-26,2025,Septiembre,Viernes,Palermo,2000,2500,2000,1000,7500,7373
2025-09-26,2025,Septiembre,Viernes,Santa Ana,2000,2500,2000,5000,11500,11561
2025-09-27,2025,Septiembre,Sábado,Córdoba,2000,2500,1000,3000,8500,8566
2025-09-27,2025,Septiembre,Sábado,La Floresta,2000,2500,1000,2000,7500,7528
2025-09-27,2025,Septiembre,Sábado,Los Cedros,2000,2500,1000,3000,8500,8453
2025-09-27,2025,Septiembre,Sábado,Palermo,2000,2500,1000,1000,6500,6547
2025-09-27,2025,Septiembre,Sábado,Santa Ana,2000,2500,1000,5000,10500,10502
